timestamp,city,pm25,pm10,no,no2,so2,nh3,co,o3,hour,day_of_week,month,season,city_season,is_weekend,pm25_24h_avg,pm10_24h_avg,aqi_category,split,is_anomaly,source_label,source_confidence,pollutant_signature
2021-09-22 03:00:00,Islamabad,105.8,115.82,23.02,65.8,15.74,12.03,3070.83,11.62,3,2,9,Summer,Islamabad_Summer,0,158.0025,173.68208333333334,Unhealthy,train,1,general_smog,0.453,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=106 µg/m³
2021-09-22 04:00:00,Islamabad,113.65,122.53,15.65,65.8,27.66,11.15,2857.21,51.5,4,2,9,Summer,Islamabad_Summer,0,160.62166666666667,176.50333333333333,Unhealthy,train,1,general_smog,0.461,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=114 µg/m³
2021-09-22 05:00:00,Islamabad,117.45,125.64,9.5,56.89,35.29,10.64,2510.07,111.58,5,2,9,Summer,Islamabad_Summer,0,163.3125,179.34375,Unhealthy,train,1,industrial,0.222,High SO₂ (1.9σ)
2021-09-22 06:00:00,Islamabad,130.58,138.19,4.81,42.84,42.92,9.63,2136.23,197.41,6,2,9,Summer,Islamabad_Summer,0,166.27791666666667,182.4154166666667,Unhealthy,train,1,industrial,0.458,High SO₂ (2.6σ)
2021-09-22 07:00:00,Islamabad,105.8,110.89,1.61,19.19,39.58,7.6,1468.66,251.77,7,2,9,Summer,Islamabad_Summer,0,167.97916666666666,184.16416666666663,Unhealthy,train,1,industrial,0.355,High SO₂ (2.3σ)
2021-09-22 11:00:00,Islamabad,84.9,88.49,0.75,20.05,32.9,8.11,1174.93,248.91,11,2,9,Summer,Islamabad_Summer,0,170.76833333333332,186.95791666666665,Moderate,train,1,industrial,0.148,High SO₂ (1.6σ)
2021-09-22 12:00:00,Islamabad,81.21,84.79,0.48,28.79,35.76,8.23,1241.68,223.16,12,2,9,Summer,Islamabad_Summer,0,171.19500000000002,187.365,Moderate,train,1,industrial,0.236,High SO₂ (1.9σ)
2021-09-22 14:00:00,Islamabad,123.15,134.29,2.54,194.67,30.04,22.8,4325.87,16.99,14,2,9,Summer,Islamabad_Summer,0,170.9729166666667,186.8770833333333,Unhealthy,train,1,industrial,0.059,High SO₂ (1.4σ)
2021-09-22 15:00:00,Islamabad,148.68,164.25,9.84,197.41,24.56,23.05,4966.74,0.73,15,2,9,Summer,Islamabad_Summer,0,169.57041666666666,185.19541666666663,Unhealthy,train,1,general_smog,0.448,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=149 µg/m³
2021-09-22 16:00:00,Islamabad,137.85,154.59,3.52,159.03,16.45,20.01,4325.87,4.29,16,2,9,Summer,Islamabad_Summer,0,165.65916666666666,180.78166666666667,Unhealthy,train,1,general_smog,0.439,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=138 µg/m³
2021-09-24 20:00:00,Islamabad,203.75,237.62,166.3,154.91,24.8,109.43,8010.86,0.0,20,4,9,Summer,Islamabad_Summer,0,99.015,111.42166666666668,Hazardous,train,1,mixed,0.325,High NH₃ (3.7σ) + CO (2.5σ); High NO (2.7σ) + NO₂ (1.6σ)
2021-09-24 21:00:00,Islamabad,203.96,238.79,141.26,154.91,23.37,116.53,7476.81,0.0,21,4,9,Summer,Islamabad_Summer,0,105.03541666666668,118.44708333333335,Hazardous,train,1,mixed,0.298,High NH₃ (4.0σ) + CO (2.3σ); High NO (2.2σ) + NO₂ (1.6σ)
2021-09-24 22:00:00,Islamabad,196.63,229.14,106.39,142.57,20.74,111.46,6462.1,0.0,22,4,9,Summer,Islamabad_Summer,0,110.71708333333332,125.02750000000002,Hazardous,train,1,mixed,0.226,High NH₃ (3.7σ) + CO (1.8σ); High NO (1.5σ) + NO₂ (1.4σ)
2021-09-25 00:00:00,Islamabad,175.89,201.2,56.33,115.16,18.12,105.38,4753.11,0.0,0,5,9,Summer,Islamabad_Summer,1,120.68208333333332,136.35375,Hazardous,train,1,general_smog,0.428,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=176 µg/m³
2021-09-25 01:00:00,Islamabad,165.1,188.08,44.7,100.08,16.93,98.29,4219.06,0.0,1,5,9,Summer,Islamabad_Summer,1,125.01083333333332,141.21791666666667,Hazardous,train,1,general_smog,0.43,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=165 µg/m³
2021-09-25 02:00:00,Islamabad,160.44,182.96,60.8,87.05,16.93,89.17,4272.46,0.64,2,5,9,Summer,Islamabad_Summer,1,128.90166666666667,145.55125,Hazardous,train,1,general_smog,0.43,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=160 µg/m³
2021-09-25 03:00:00,Islamabad,161.37,183.67,100.14,78.83,15.26,67.89,5020.14,5.01,3,5,9,Summer,Islamabad_Summer,1,132.28208333333333,149.28125,Hazardous,train,1,general_smog,0.431,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=161 µg/m³
2021-09-27 19:00:00,Islamabad,203.48,242.37,189.54,119.27,14.66,47.12,8331.3,0.0,19,0,9,Summer,Islamabad_Summer,0,95.72166666666668,106.89083333333332,Hazardous,train,1,general_smog,0.404,Fine-particle smog (PM10/PM2.5=1.2); PM2.5=203 µg/m³
2021-09-28 17:00:00,Islamabad,221.07,257.4,243.19,186.44,17.64,50.66,10360.72,0.0,17,1,9,Summer,Islamabad_Summer,0,123.97708333333333,140.55583333333334,Hazardous,train,1,mixed,0.243,High NH₃ (1.2σ) + CO (3.5σ); High NO (4.1σ) + NO₂ (2.1σ)
2021-09-28 18:00:00,Islamabad,242.12,286.39,246.76,191.93,17.41,49.65,10787.96,0.0,18,1,9,Summer,Islamabad_Summer,0,125.95583333333332,142.97375,Hazardous,train,1,vehicular,0.33,High NO (4.2σ) + NO₂ (2.2σ)
2021-09-28 19:00:00,Islamabad,230.03,274.27,191.33,174.11,13.95,38.0,9506.23,0.0,19,1,9,Summer,Islamabad_Summer,0,127.06208333333332,144.30291666666668,Hazardous,train,1,vehicular,0.231,High NO (3.1σ) + NO₂ (1.9σ)
2021-09-29 19:00:00,Islamabad,223.59,261.81,209.21,178.22,29.09,99.3,9506.23,0.0,19,2,9,Summer,Islamabad_Summer,0,118.52958333333332,131.57708333333332,Hazardous,train,1,mixed,0.338,High SO₂ (1.3σ); High NH₃ (3.2σ) + CO (3.2σ); High NO (3.5σ) + NO₂ (2.0σ)
2021-09-29 20:00:00,Islamabad,225.2,266.25,200.27,172.73,26.46,93.22,9399.41,0.0,20,2,9,Summer,Islamabad_Summer,0,120.01958333333334,133.255,Hazardous,train,1,mixed,0.41,High NH₃ (3.0σ) + CO (3.1σ); High NO (3.3σ) + NO₂ (1.9σ)
2021-09-29 21:00:00,Islamabad,207.35,248.91,141.26,143.95,18.84,66.88,7797.24,0.0,21,2,9,Summer,Islamabad_Summer,0,122.61416666666668,136.51333333333335,Hazardous,train,1,mixed,0.233,High NH₃ (1.9σ) + CO (2.4σ); High NO (2.2σ) + NO₂ (1.4σ)
2021-09-30 16:00:00,Islamabad,213.55,247.27,246.76,219.35,41.96,99.3,10253.91,0.0,16,3,9,Summer,Islamabad_Summer,0,133.62041666666667,151.51916666666668,Hazardous,train,1,mixed,0.503,High SO₂ (2.5σ); High NH₃ (3.2σ) + CO (3.5σ); High NO (4.2σ) + NO₂ (2.6σ)
2021-09-30 17:00:00,Islamabad,236.6,278.24,243.19,213.86,37.67,93.22,10787.96,0.0,17,3,9,Summer,Islamabad_Summer,0,136.47666666666666,155.02333333333334,Hazardous,train,1,mixed,0.439,High SO₂ (2.1σ); High NH₃ (3.0σ) + CO (3.7σ); High NO (4.1σ) + NO₂ (2.6σ)
2021-09-30 18:00:00,Islamabad,229.66,272.69,202.06,174.11,24.8,62.82,9613.04,0.0,18,3,9,Summer,Islamabad_Summer,0,137.56458333333333,156.50625,Hazardous,train,1,mixed,0.272,High NH₃ (1.7σ) + CO (3.2σ); High NO (3.3σ) + NO₂ (1.9σ)
2021-10-04 17:00:00,Islamabad,344.0,399.12,227.09,268.7,45.3,79.04,12710.57,0.0,17,0,10,Autumn,Islamabad_Autumn,0,112.58083333333332,130.43291666666667,Hazardous,train,1,mixed,0.301,High SO₂ (2.1σ); High NH₃ (1.6σ) + CO (2.8σ); High NO (2.3σ) + NO₂ (2.3σ)
2021-10-04 18:00:00,Islamabad,364.47,422.71,221.73,249.51,33.85,58.26,12496.95,0.0,18,0,10,Autumn,Islamabad_Autumn,0,121.31416666666668,139.93791666666667,Hazardous,train,1,vehicular,0.275,High NO (2.2σ) + NO₂ (2.0σ)
2021-10-04 19:00:00,Islamabad,346.67,401.04,194.91,224.83,27.18,50.66,11322.02,0.0,19,0,10,Autumn,Islamabad_Autumn,0,129.82583333333335,149.2725,Hazardous,train,1,vehicular,0.166,High NO (1.8σ) + NO₂ (1.7σ)
2021-10-08 15:00:00,Islamabad,331.13,397.27,418.43,400.31,65.8,114.5,17730.71,0.0,15,4,10,Autumn,Islamabad_Autumn,0,160.94500000000002,206.72541666666663,Hazardous,train,1,mixed,0.683,High SO₂ (3.7σ); High NH₃ (2.9σ) + CO (4.4σ); High NO (4.8σ) + NO₂ (4.0σ)
2021-10-08 16:00:00,Islamabad,354.58,427.22,375.51,367.4,56.74,103.35,16876.22,0.0,16,4,10,Autumn,Islamabad_Autumn,0,165.65583333333333,211.94416666666663,Hazardous,train,1,mixed,0.553,High SO₂ (3.0σ); High NH₃ (2.5σ) + CO (4.2σ); High NO (4.2σ) + NO₂ (3.6σ)
2021-10-11 22:00:00,Islamabad,14.61,22.86,0.0,5.91,4.05,5.19,390.53,91.55,22,0,10,Autumn,Islamabad_Autumn,0,44.915416666666665,57.50916666666666,Good,train,1,general_smog,0.218,Fine-particle smog (PM10/PM2.5=1.6); PM2.5=15 µg/m³
2021-10-11 23:00:00,Islamabad,16.18,24.91,0.0,6.0,4.11,6.14,397.21,90.84,23,0,10,Autumn,Islamabad_Autumn,0,44.372083333333336,57.165,Good,train,1,general_smog,0.23,Fine-particle smog (PM10/PM2.5=1.5); PM2.5=16 µg/m³
2021-10-12 00:00:00,Islamabad,18.03,27.34,0.0,8.91,4.35,7.73,460.63,83.69,0,1,10,Autumn,Islamabad_Autumn,0,43.803333333333335,56.76458333333333,Good,train,1,general_smog,0.242,Fine-particle smog (PM10/PM2.5=1.5); PM2.5=18 µg/m³
2021-10-15 17:00:00,Islamabad,340.61,399.65,282.53,290.63,49.59,117.54,13458.25,0.0,17,4,10,Autumn,Islamabad_Autumn,0,154.70166666666668,185.12,Hazardous,train,1,mixed,0.467,High SO₂ (2.4σ); High NH₃ (3.0σ) + CO (3.1σ); High NO (3.0σ) + NO₂ (2.6σ)
2021-10-16 23:00:00,Islamabad,22.4,30.04,0.0,19.19,3.25,13.93,707.63,45.78,23,5,10,Autumn,Islamabad_Autumn,1,135.37833333333336,160.95291666666668,Good,train,1,general_smog,0.329,Fine-particle smog (PM10/PM2.5=1.3); PM2.5=22 µg/m³
2021-10-17 00:00:00,Islamabad,12.33,16.53,0.0,9.08,2.98,10.13,467.3,62.94,0,6,10,Autumn,Islamabad_Autumn,1,128.42125,153.06458333333333,Good,train,1,general_smog,0.33,Fine-particle smog (PM10/PM2.5=1.3); PM2.5=12 µg/m³
2021-10-17 01:00:00,Islamabad,8.26,11.19,0.0,7.8,3.07,7.66,413.9,75.82,1,6,10,Autumn,Islamabad_Autumn,1,121.64791666666666,145.39624999999998,Good,train,1,general_smog,0.323,Fine-particle smog (PM10/PM2.5=1.4); PM2.5=8 µg/m³
2021-10-17 21:00:00,Islamabad,76.2,101.35,92.98,44.55,4.53,11.78,3631.59,0.0,21,6,10,Autumn,Islamabad_Autumn,1,27.567916666666665,37.723333333333336,Moderate,train,1,general_smog,0.335,Fine-particle smog (PM10/PM2.5=1.3); PM2.5=76 µg/m³
